No.        Matricula    Nombre          Ap. Paterno          Ao. Materno     Sexo       Posicion   Estado   Edad  Num. Cel  
1005       309414       RAQUEL          CASTILLO             DURAN           MUJER      RepVInt    BS         50    6461008282   
1006       309427       SONIA           MIRANDA              ROMAN           MUJER      MedGen     CL         43    6461006895   
1007       309428       SILVIA          ROSALES              HERNANDEZ       MUJER      Traduct    JC         28    6461012899   
1008       309438       ARMANDO         JIMENEZ              VEGA            HOMBRE     ChefEje    HG         43    6461016995   
1009       309445       ISABEL          LARA                 ALVAREZ         MUJER      AnlSist    YN         43    6461026636   
1010       309456       ALBERTO         SANDOVAL             BAUTISTA        HOMBRE     AsistAdm   OC         20    6461018580   
1011       309459       HECTOR          CERVANTES            IGLESIAS        HOMBRE     AnlVent    CM         46    6461030224   
1012       309465       EDUARDO         MACIEL               ROMAN           HOMBRE     AnMktDg    NT         21    6461030704   
1013       309466       RAQUEL          MACIEL               DURAN           MUJER      EspERen    MN         50    6461028287   
1014       309467       LUIS            REYES                DELGADO         HOMBRE     Traduct    SR         46    6461026132   
1015       309476       ARMANDO         CASILLAS             CAMACHO         HOMBRE     TecSup     AG         39    6461013823   
1016       309485       JORGE           RAMOS                ROJAS           HOMBRE     GteProj    OC         36    6461010533   
1017       309495       GUILLERMO       ESTRELLA             CAMACHO         HOMBRE     DisUX      NE         46    6461024759   
1018       309498       DANIEL          ALVARADO             RUBIO           HOMBRE     EdCont     YN         33    6461013563   
1019       309499       ERNESTO         GUERRERO             URIBE           HOMBRE     IngRed     YN         28    6461029439   
1020       309510       JULIA           VARELA               CERVANTES       MUJER      ChefEje    SL         50    6461015169   
1021       309520       HECTOR          GUERRERO             VALENZUELA      HOMBRE     MedGen     NL         29    6461007931   
1022       309532       MARiA           ROJAS                ESPINOSA        MUJER      GteProj    CH         35    6461001447   
1023       309540       GLORIA          AGUILAR              RUBIO           MUJER      IngCivil   VZ         48    6461015660   
1024       309549       LAURA           MERCADO              BARRIOS         MUJER      ChefEje    SL         44    6461012076   
1025       309552       PILAR           CALZADA              VALENZUELA      MUJER      AsistAdm   VZ         24    6461028689   
1026       309576       ERNESTO         LARA                 CERVANTES       HOMBRE     Abogado    MS         47    6461021959   
1027       309610       GABRIELA        SOLIS                CORDERO         MUJER      AnMktDg    VZ         38    6461005544   
1028       309627       ANA             CRUZ                 VALENZUELA      MUJER      DevSoft    MC         28    6461010491   
1029       309637       MARTA           ROJAS                BELTRAN         MUJER      Contado    TS         28    6461014655   
1030       309638       RAQUEL          RAMIREZ              MORA            MUJER      AsServ     NL         20    6461027396   
1031       309655       ANTONIA         SILVA                LARA            MUJER      Arquitect  DG         44    6461019876   
1032       309656       ROSA            MORENO               ARIAS           MUJER      ChefEje    NE         38    6461014881   
1033       309657       MARTA           ARIAS                TORRES          MUJER      TrabSoc    TL         36    6461012917   
1034       309660       MIGUEL          CASTANEDA            MACIEL          HOMBRE     PsOrg      HG         28    6461002085   
1035       309661       ANTONIA         CASILLAS             PENA            MUJER      IngRed     PL         32    6461019665   
1036       309670       JULIA           SOTO                 BARRIOS         MUJER      RepVInt    NE         21    6461022133   
1037       309678       ALEJANDRO       LOPEZ                OCHOA           HOMBRE     Arquitect  CH         49    6461014007   
1038       309684       ROBERTO         ESPINOSA             MACIAS          HOMBRE     ChefEje    BC         45    6461026190   
1039       309686       ALBERTO         BAUTISTA             DIAZ            HOMBRE     DisGraf    SL         38    6461010124   
1040       309688       NATALIA         ALVAREZ              CERVANTES       MUJER      Contado    NE         24    6461021312   
1041       309695       PAULA           LEAL                 FERNANDEZ       MUJER      EspERen    QT         36    6461024448   
1042       309709       GLORIA          CASTILLO             ESTRELLA        MUJER      EspLog     NT         39    6461017370   
1043       309741       HECTOR          ROJAS                VALENCIA        HOMBRE     ProfPrim   NL         24    6461010552   
1044       309744       ISRAEL          HERNANDEZ            HERNANDEZ       HOMBRE     ProfPrim   TC         38    6461016883   
1045       309746       MARiA           RUBIO                OSORIO          MUJER      EdCont     MS         49    6461014106   
1046       309748       FRANCISCO       DIAZ                 GARZA           HOMBRE     EspSeg     SL         28    6461027449   
1047       309756       MIGUEL          IGLESIAS             ROMERO          HOMBRE     Contado    QR         22    6461009171   
1048       309770       SONIA           LEAL                 MOLINA          MUJER      DevSoft    CH         28    6461021658   
1049       309775       LAURA           GOMEZ                MEDINA          MUJER      EspRRHH    MS         28    6461032366   
1050       309777       GUILLERMO       FLORES               ROMERO          HOMBRE     RepVInt    TL         31    6461006170   
1051       309782       JULIA           RAMIREZ              ESPINOSA        MUJER      AnlDatos   MN         44    6461005217   
1052       309791       LAURA           MOLINA               ESPINOZA        MUJER      TrabSoc    OC         41    6461019507   
1053       309802       LAURA           RUBIO                CONTRERAS       MUJER      AsServ     TS         43    6461017858   
1054       309813       SILVIA          ROSALES              ROSALES         MUJER      Arquitect  TC         18    6461005012   
